time,type,value
1646373622.9307892,attention,63
1646373622.9317796,meditation,69
1646373623.9307709,attention,67
1646373623.9307709,meditation,67
1646373624.9306264,attention,50
1646373624.931621,meditation,60
1646373625.9306338,attention,51
1646373625.9316263,meditation,69
1646373626.9311945,attention,57
1646373626.9311945,meditation,77
1646373627.931183,attention,63
1646373627.931183,meditation,77
1646373628.9638603,attention,77
1646373628.9638603,meditation,88
1646373629.932556,attention,67
1646373629.9335575,meditation,77
1646373630.9302583,attention,60
1646373630.9312613,meditation,69
1646373631.9312663,attention,47
1646373631.9312663,meditation,61
1646373632.9511569,attention,35
1646373632.9511569,meditation,61
1646373633.9347062,attention,35
1646373633.9367118,meditation,53
1646373634.9307454,attention,23
1646373634.9307454,meditation,40
1646373635.9447439,attention,20
1646373635.9447439,meditation,37
1646373636.9307458,attention,38
1646373636.9307458,meditation,38
1646373637.930743,attention,37
1646373637.930743,meditation,41
1646373638.9307315,attention,43
1646373638.931737,meditation,51
1646373639.9637268,attention,48
1646373639.964738,meditation,47
1646373640.9327343,attention,38
1646373640.9327343,meditation,37
1646373641.930735,attention,41
1646373641.9317317,meditation,48
1646373642.931312,attention,41
1646373642.9323225,meditation,48
1646373643.9313164,attention,41
1646373643.932331,meditation,48
1646373644.93264,attention,57
1646373644.9336298,meditation,54
1646373645.9307537,attention,63
1646373645.9307537,meditation,57
1646373646.9627433,attention,64
1646373646.9637454,meditation,75
1646373647.9307463,attention,70
1646373647.9307463,meditation,75
1646373648.930792,attention,57
1646373648.9318066,meditation,66
1646373649.9307876,attention,43
1646373649.9307876,meditation,57
1646373650.9321544,attention,43
1646373650.933165,meditation,57
1646373651.9311647,attention,44
1646373651.9311647,meditation,40
1646373652.9320796,attention,44
1646373652.933088,meditation,43
1646373653.947136,attention,48
1646373653.947136,meditation,51
1646373654.9310718,attention,50
1646373654.9310718,meditation,53
1646373655.9325876,attention,53
1646373655.9335952,meditation,66
1646373656.9322772,attention,60
1646373656.9322772,meditation,60
1646373657.9817648,attention,69
1646373657.9827602,meditation,60
1646373658.9306083,attention,77
1646373658.931612,meditation,69
1646373659.9295943,attention,77
1646373659.9295943,meditation,69
1646373660.9325964,attention,70
1646373660.9336019,meditation,63
1646373661.9305978,attention,80
1646373661.9346035,meditation,61
1646373662.9294374,attention,80
1646373662.9294374,meditation,61
1646373663.929028,attention,80
1646373663.929028,meditation,61
1646373664.9636586,attention,60
1646373664.9636586,meditation,54
1646373665.930657,attention,56
1646373665.930657,meditation,60
1646373666.9294457,attention,50
1646373666.9294457,meditation,56
1646373667.9430285,attention,35
1646373667.9430285,meditation,53
1646373668.9315054,attention,34
1646373668.9315054,meditation,54
1646373669.9334896,attention,26
1646373669.9334896,meditation,53
1646373670.9303496,attention,30
1646373670.9313345,meditation,63
1646373671.9584634,attention,34
1646373671.9584634,meditation,63
1646373672.9304478,attention,44
1646373672.9314482,meditation,64
1646373673.9294436,attention,54
1646373673.9294436,meditation,57
1646373674.930132,attention,50
1646373674.9311519,meditation,63
1646373675.9728396,attention,63
1646373675.9738355,meditation,80
1646373676.93046,attention,56
1646373676.9314663,meditation,91
1646373677.9294508,attention,50
1646373677.9294508,meditation,90
1646373678.9425724,attention,57
1646373678.9425724,meditation,91
1646373679.9305847,attention,56
1646373679.9315882,meditation,87
1646373680.9325058,attention,61
1646373680.9334958,meditation,63
1646373681.9325001,attention,66
1646373681.9325001,meditation,60
1646373682.9751956,attention,77
1646373682.9751956,meditation,50
1646373683.935206,attention,70
1646373683.9362106,meditation,40
1646373684.9302204,attention,69
1646373684.9312456,meditation,67
1646373685.929217,attention,70
1646373685.9302263,meditation,87
1646373686.9312167,attention,61
1646373686.932224,meditation,87
1646373687.9302158,attention,51
1646373687.931228,meditation,93
1646373688.9307199,attention,50
1646373688.9317303,meditation,64
1646373689.9617126,attention,41
1646373689.9617126,meditation,48
1646373690.9302294,attention,37
1646373690.9302294,meditation,48
1646373691.93223,attention,50
1646373691.9332488,meditation,44
1646373692.9334114,attention,48
1646373692.9343963,meditation,51
1646373693.9305606,attention,44
1646373693.93156,meditation,54
1646373694.9295805,attention,53
1646373694.9305897,meditation,54
1646373695.9315913,attention,60
1646373695.932593,meditation,53
1646373696.9595835,attention,61
1646373696.9595835,meditation,48
1646373697.9297075,attention,67
1646373697.9307098,meditation,47
1646373698.9310691,attention,61
1646373698.9320552,meditation,50
1646373699.9310577,attention,48
1646373699.9320602,meditation,48
1646373700.9740443,attention,50
1646373700.9740443,meditation,44
1646373701.9317358,attention,56
1646373701.9317358,meditation,50
1646373702.9317946,attention,56
1646373702.9328232,meditation,50
1646373703.9303057,attention,56
1646373703.9303057,meditation,50
1646373704.9303098,attention,48
1646373704.9303098,meditation,44
1646373705.9303093,attention,43
1646373705.9313111,meditation,53
1646373706.9289412,attention,43
1646373706.9299414,meditation,53
1646373707.9615097,attention,50
1646373707.9615097,meditation,75
1646373708.9341733,attention,40
1646373708.93518,meditation,75
1646373709.9291668,attention,44
1646373709.9291668,meditation,81
1646373710.9317956,attention,44
1646373710.9327893,meditation,78
1646373711.9303145,attention,29
1646373711.9303145,meditation,64
1646373712.9294102,attention,38
1646373712.930422,meditation,50
1646373713.9304237,attention,41
1646373713.9314258,meditation,44
1646373714.957571,attention,38
1646373714.9585693,meditation,30
1646373715.9295697,attention,50
1646373715.9295697,meditation,38
1646373716.929347,attention,44
1646373716.929347,meditation,44
1646373717.9290996,attention,50
1646373717.9290996,meditation,48
1646373718.9591532,attention,50
1646373718.9591532,meditation,64
1646373719.9296727,attention,48
1646373719.9296727,meditation,69
1646373720.9287117,attention,54
1646373720.9287117,meditation,77
1646373721.9353275,attention,56
1646373721.9353275,meditation,69
1646373722.931303,attention,78
1646373722.931303,meditation,63
1646373723.9294202,attention,63
1646373723.9294202,meditation,51
1646373724.9309847,attention,74
1646373724.9309847,meditation,60
1646373725.9735055,attention,64
1646373725.9745016,meditation,64
1646373726.9295025,attention,66
1646373726.9295025,meditation,77
1646373727.9291496,attention,87
1646373727.9291496,meditation,69
1646373728.9296927,attention,83
1646373728.9307086,meditation,60
1646373729.9291646,attention,88
1646373729.9291646,meditation,47
1646373730.9291651,attention,78
1646373730.9291651,meditation,30
1646373731.9327524,attention,78
1646373731.9327524,meditation,51
1646373732.9609377,attention,63
1646373732.9609377,meditation,56
1646373733.9290917,attention,64
1646373733.9290917,meditation,77
1646373734.929178,attention,70
1646373734.929178,meditation,87
1646373735.929577,attention,87
1646373735.929577,meditation,87
1646373736.9295766,attention,100
1646373736.9295766,meditation,90
1646373737.9297323,attention,87
1646373737.9307373,meditation,75
1646373738.929827,attention,77
1646373738.9318473,meditation,67
1646373739.945375,attention,60
1646373739.945375,meditation,60
1646373740.9314332,attention,56
1646373740.9314332,meditation,51
1646373741.93035,attention,70
1646373741.93035,meditation,63
1646373742.929351,attention,87
1646373742.9303734,meditation,57
1646373743.9773126,attention,91
1646373743.9773126,meditation,53
1646373744.9323242,attention,81
1646373744.9323242,meditation,53
1646373745.9294648,attention,67
1646373745.9294648,meditation,37
1646373746.9374847,attention,47
1646373746.9384794,meditation,48
1646373747.9304721,attention,37
1646373747.933489,meditation,47
1646373748.9301527,attention,41
1646373748.9301527,meditation,60
1646373749.9330997,attention,35
1646373749.9340982,meditation,66
1646373750.9620912,attention,47
1646373750.9620912,meditation,61
1646373751.928764,attention,43
1646373751.929759,meditation,67
1646373752.9287574,attention,51
1646373752.9287574,meditation,63
1646373753.929174,attention,61
1646373753.929174,meditation,80
1646373754.9361892,attention,61
1646373754.9421942,meditation,84
1646373755.933163,attention,67
1646373755.9351661,meditation,81
1646373756.9281633,attention,51
1646373756.9281633,meditation,74
1646373757.9632394,attention,51
1646373757.9642503,meditation,48
1646373758.9285245,attention,43
1646373758.9285245,meditation,30
1646373759.9295564,attention,54
1646373759.9295564,meditation,30
1646373760.9295454,attention,61
1646373760.9345524,meditation,48
1646373761.9503255,attention,67
1646373761.9503255,meditation,48
1646373762.9293225,attention,63
1646373762.9293225,meditation,63
1646373763.9303222,attention,61
1646373763.9303222,meditation,78
1646373764.9313197,attention,64
1646373764.9323263,meditation,69
1646373765.9293215,attention,63
1646373765.9293215,meditation,81
1646373766.9283247,attention,63
1646373766.9283247,meditation,83
1646373767.928276,attention,50
1646373767.928276,meditation,70
1646373768.9760087,attention,38
1646373768.9760087,meditation,67
1646373769.9287076,attention,38
1646373769.9287076,meditation,66
1646373770.9297967,attention,50
1646373770.9297967,meditation,64
1646373771.9276748,attention,57
1646373771.9286785,meditation,63
1646373772.9276764,attention,70
1646373772.9286747,meditation,69
1646373773.9278777,attention,69
1646373773.9288802,meditation,70
1646373774.9288778,attention,53
1646373774.9288778,meditation,63
1646373775.9575431,attention,30
1646373775.9585035,meditation,60
1646373776.9295034,attention,14
1646373776.9295034,meditation,54
1646373777.9280753,attention,14
1646373777.9280753,meditation,54
1646373778.930939,attention,1
1646373778.9319305,meditation,35
1646373779.9289322,attention,4
1646373779.9289322,meditation,43
1646373780.9289293,attention,24
1646373780.9289293,meditation,53
1646373781.9310138,attention,40
1646373781.9310138,meditation,64
1646373782.9470036,attention,57
1646373782.9480088,meditation,94
1646373783.9293098,attention,53
1646373783.9293098,meditation,96
1646373784.9319744,attention,51
1646373784.9379997,meditation,94
1646373785.9281466,attention,44
1646373785.929148,meditation,67
1646373786.9741528,attention,54
1646373786.9751558,meditation,69
1646373787.9307923,attention,63
1646373787.9307923,meditation,57
1646373788.9285903,attention,64
1646373788.9285903,meditation,51
1646373789.930972,attention,61
1646373789.9319584,meditation,41
1646373790.9291856,attention,61
1646373790.9312012,meditation,41
1646373791.928709,attention,61
1646373791.928709,meditation,41
1646373792.9297082,attention,56
1646373792.9307225,meditation,37
1646373793.9660244,attention,37
1646373793.9670296,meditation,30
1646373794.932015,attention,29
1646373794.9330127,meditation,21
1646373795.9348106,attention,29
1646373795.9348106,meditation,21
1646373796.929809,attention,34
1646373796.930813,meditation,56
1646373797.9289181,attention,24
1646373797.9289181,meditation,41
1646373798.9337125,attention,37
1646373798.9337125,meditation,41
1646373799.938736,attention,40
1646373799.9407163,meditation,48
1646373800.9513767,attention,40
1646373800.9513767,meditation,48
1646373801.9284055,attention,56
1646373801.9284055,meditation,26
1646373802.9304123,attention,66
1646373802.9314125,meditation,34
1646373803.9278836,attention,67
1646373803.928892,meditation,29
1646373804.9774067,attention,77
1646373804.9774067,meditation,35
1646373805.9284048,attention,61
1646373805.9294035,meditation,23
1646373806.9274032,attention,67
1646373806.9274032,meditation,26
1646373807.934045,attention,74
1646373807.9350677,meditation,37
1646373808.9280467,attention,75
1646373808.9280467,meditation,40
1646373809.927275,attention,69
1646373809.9282727,meditation,51
1646373810.9278567,attention,61
1646373810.928861,meditation,43
1646373811.971203,attention,57
1646373811.9721894,meditation,38
1646373812.9273267,attention,60
1646373812.9273267,meditation,34
1646373813.9283283,attention,66
1646373813.9283283,meditation,44
1646373814.928876,attention,66
1646373814.929884,meditation,48
1646373815.9276836,attention,80
1646373815.9286845,meditation,38
1646373816.9282196,attention,81
1646373816.9282196,meditation,51
1646373817.9301412,attention,75
1646373817.9321554,meditation,40
1646373818.9708676,attention,74
1646373818.9728823,meditation,40
1646373819.929472,attention,64
1646373819.929472,meditation,53
1646373820.929756,attention,56
1646373820.9307702,meditation,43
1646373821.930286,attention,75
1646373821.9313025,meditation,56
1646373822.9284165,attention,80
1646373822.9284165,meditation,60
1646373823.9299777,attention,75
1646373823.9309778,meditation,69
1646373824.9279785,attention,66
1646373824.928974,meditation,61
1646373825.942694,attention,67
1646373825.942694,meditation,61
1646373826.9277012,attention,78
1646373826.928696,meditation,61
1646373827.9402418,attention,77
1646373827.9402418,meditation,41
1646373828.9309287,attention,84
1646373828.9319336,meditation,41
1646373829.969044,attention,77
1646373829.9700491,meditation,40
1646373830.9280305,attention,60
1646373830.9280305,meditation,47
1646373831.929166,attention,61
1646373831.9301643,meditation,56
1646373832.927163,attention,56
1646373832.9281628,meditation,77
1646373833.9301202,attention,51
1646373833.9301202,meditation,69
1646373834.9301376,attention,51
1646373834.9311285,meditation,74
1646373835.9274554,attention,56
1646373835.9284601,meditation,64
1646373836.9624534,attention,66
1646373836.9634638,meditation,60
1646373837.9274492,attention,48
1646373837.9284546,meditation,70
1646373838.9274497,attention,64
1646373838.9284546,meditation,63
1646373839.9280498,attention,54
1646373839.9280498,meditation,70
1646373840.9290502,attention,44
1646373840.9300609,meditation,74
1646373841.9274135,attention,57
1646373841.9284146,meditation,74
1646373842.928458,attention,47
1646373842.928458,meditation,80
1646373843.9525595,attention,61
1646373843.9525595,meditation,66
1646373844.9305558,attention,56
1646373844.9315615,meditation,63
1646373845.9317234,attention,66
1646373845.9317234,meditation,51
1646373846.9277165,attention,66
1646373846.9277165,meditation,51
1646373847.9757125,attention,64
1646373847.9757125,meditation,34
1646373848.9304135,attention,60
1646373848.9314144,meditation,43
1646373849.9270825,attention,56
1646373849.9280844,meditation,30
1646373850.9681754,attention,56
1646373850.9711714,meditation,30
1646373851.9279704,attention,56
1646373851.9279704,meditation,30
1646373852.9280524,attention,56
1646373852.9290545,meditation,30
1646373853.927547,attention,57
1646373853.927547,meditation,51
1646373854.9751208,attention,66
1646373854.9751208,meditation,61
1646373855.9279592,attention,61
1646373855.9279592,meditation,57
1646373856.9282048,attention,64
1646373856.9292078,meditation,53
1646373857.9280581,attention,64
1646373857.9280581,meditation,38
1646373858.9274728,attention,64
1646373858.9274728,meditation,38
1646373859.9287128,attention,64
1646373859.9287128,meditation,38
1646373860.9287148,attention,56
1646373860.929727,meditation,41
1646373861.953738,attention,47
1646373861.954719,meditation,43
1646373862.9267132,attention,57
1646373862.9267132,meditation,70
1646373863.9273422,attention,51
1646373863.9278781,meditation,83
1646373864.9278586,attention,50
1646373864.9278586,meditation,75
1646373865.9475207,attention,64
1646373865.9475207,meditation,87
1646373866.9265146,attention,56
1646373866.927515,meditation,61
1646373867.9275177,attention,60
1646373867.9275177,meditation,47
1646373868.946667,attention,60
1646373868.9476848,meditation,51
1646373869.929558,attention,44
1646373869.9305596,meditation,43
1646373870.9285598,attention,48
1646373870.9295611,meditation,51
1646373871.9273982,attention,37
1646373871.9273982,meditation,54
1646373872.9734023,attention,41
1646373872.974399,meditation,66
1646373873.9287484,attention,47
1646373873.9297564,meditation,60
1646373874.9267461,attention,47
1646373874.9277468,meditation,56
1646373875.9277446,attention,56
1646373875.9277446,meditation,43
1646373876.9278653,attention,56
1646373876.9278653,meditation,35
1646373877.9277012,attention,70
1646373877.9277012,meditation,47
1646373878.9276938,attention,69
1646373878.9286935,meditation,56
1646373879.9578474,attention,77
1646373879.9578474,meditation,81
1646373880.9288461,attention,69
1646373880.9288461,meditation,77
1646373881.9278464,attention,75
1646373881.9278464,meditation,61
1646373882.9278445,attention,75
1646373882.9288464,meditation,61
1646373883.9298477,attention,75
1646373883.9298477,meditation,61
1646373884.9273958,attention,84
1646373884.928401,meditation,60
1646373885.9281793,attention,84
1646373885.9281793,meditation,60
1646373886.9397495,attention,84
1646373886.9407523,meditation,60
1646373887.9277532,attention,84
1646373887.9277532,meditation,60
1646373888.9318943,attention,84
1646373888.9318943,meditation,60
1646373889.9279494,attention,84
1646373889.9289546,meditation,60
1646373890.9739523,attention,83
1646373890.9749618,meditation,50
1646373891.9296045,attention,84
1646373891.930609,meditation,64
1646373892.9281495,attention,60
1646373892.9281495,meditation,60
1646373893.9311726,attention,50
1646373893.9321694,meditation,51
1646373894.9277031,attention,35
1646373894.9287045,meditation,43
1646373895.928895,attention,23
1646373895.9309266,meditation,13
1646373896.927893,attention,27
1646373896.927893,meditation,26
1646373897.9608788,attention,20
1646373897.9618778,meditation,38
1646373898.9276276,attention,30
1646373898.928629,meditation,53
1646373899.926646,attention,30
1646373899.926646,meditation,53
1646373900.9286482,attention,30
1646373900.9296508,meditation,53
1646373901.9265504,attention,30
1646373901.9265504,meditation,53
1646373902.9276404,attention,30
1646373902.9276404,meditation,53
1646373903.926861,attention,30
1646373903.9278607,meditation,53
1646373904.9508595,attention,30
1646373904.9528656,meditation,53
1646373905.927047,attention,30
1646373905.927047,meditation,53
1646373906.927047,attention,40
1646373906.927047,meditation,53
1646373907.9270492,attention,40
1646373907.9270492,meditation,53
1646373908.9470575,attention,40
1646373908.9470575,meditation,53
1646373909.925845,attention,48
1646373909.9268434,meditation,54
1646373910.9268496,attention,57
1646373910.927852,meditation,51
1646373911.9398472,attention,57
1646373911.9398472,meditation,51
1646373912.926949,attention,57
1646373912.926949,meditation,51
1646373913.9289753,attention,53
1646373913.9289753,meditation,50
1646373914.9266686,attention,69
1646373914.927671,meditation,67
1646373915.9736826,attention,69
1646373915.974678,meditation,74
1646373916.9267805,attention,74
1646373916.9267805,meditation,81
1646373917.9274337,attention,80
1646373917.9274337,meditation,83
1646373918.9337585,attention,70
1646373918.9367638,meditation,88
1646373919.9272807,attention,70
1646373919.9272807,meditation,88
1646373920.9269042,attention,70
1646373920.9269042,meditation,88
1646373921.9269056,attention,64
1646373921.9269056,meditation,84
1646373922.9534817,attention,66
1646373922.954481,meditation,80
1646373923.9281633,attention,70
1646373923.9281633,meditation,74
1646373924.9261632,attention,78
1646373924.9271636,meditation,64
1646373925.928066,attention,80
1646373925.9290662,meditation,63
1646373926.9260645,attention,75
1646373926.9270651,meditation,66
1646373927.926644,attention,75
1646373927.926644,meditation,66
1646373928.9266288,attention,64
1646373928.9266288,meditation,75
1646373929.9445565,attention,60
1646373929.9445565,meditation,69
1646373930.928839,attention,60
1646373930.928839,meditation,70
1646373931.926837,attention,60
1646373931.926837,meditation,70
1646373932.9300206,attention,60
1646373932.9300206,meditation,69
1646373933.9673548,attention,70
1646373933.9683676,meditation,63
1646373934.9273562,attention,67
1646373934.9283571,meditation,67
1646373935.9274902,attention,57
1646373935.9274902,meditation,69
1646373936.9274902,attention,57
1646373936.9274902,meditation,69
1646373937.9304998,attention,53
1646373937.931496,meditation,63
1646373938.929712,attention,41
1646373938.929712,meditation,57
1646373939.927678,attention,44
1646373939.927678,meditation,64
1646373940.9666786,attention,64
1646373940.9666786,meditation,57
1646373941.9283595,attention,57
1646373941.9283595,meditation,63
1646373942.9257064,attention,60
1646373942.926708,meditation,69
1646373943.9346316,attention,67
1646373943.9366548,meditation,53
1646373944.9269283,attention,70
1646373944.9279258,meditation,63
1646373945.9273984,attention,74
1646373945.9273984,meditation,37
1646373946.9254925,attention,87
1646373946.926489,meditation,40
1646373947.9438546,attention,88
1646373947.9448538,meditation,56
1646373948.9258566,attention,78
1646373948.9268548,meditation,48
1646373949.9267652,attention,84
1646373949.9267652,meditation,63
1646373950.926376,attention,70
1646373950.926376,meditation,54
1646373951.957634,attention,70
1646373951.9586291,meditation,54
1646373952.9269526,attention,70
1646373952.9269526,meditation,54
1646373953.927114,attention,63
1646373953.927114,meditation,60
1646373954.9341395,attention,60
1646373954.9351244,meditation,56
1646373955.92965,attention,60
1646373955.92965,meditation,53
1646373956.926645,attention,56
1646373956.926645,meditation,51
1646373957.9265816,attention,40
1646373957.9265816,meditation,26
1646373958.9754012,attention,41
1646373958.9754012,meditation,21
1646373959.9264956,attention,47
1646373959.9264956,meditation,24
1646373960.9265022,attention,51
1646373960.9265022,meditation,21
1646373961.9264932,attention,70
1646373961.9264932,meditation,40
1646373962.9264941,attention,66
1646373962.9264941,meditation,37
1646373963.9262767,attention,60
1646373963.927284,meditation,35
1646373964.9364107,attention,51
1646373964.9384096,meditation,40
1646373965.958689,attention,51
1646373965.9596891,meditation,34
1646373966.9266899,attention,53
1646373966.9266899,meditation,51
1646373967.9265041,attention,44
1646373967.9265041,meditation,48
1646373968.9261844,attention,61
1646373968.9261844,meditation,40
1646373969.926711,attention,38
1646373969.9277058,meditation,34
1646373970.9267104,attention,38
1646373970.9267104,meditation,34
1646373971.9277065,attention,27
1646373971.9277065,meditation,17
1646373972.9433262,attention,20
1646373972.9443264,meditation,34
1646373973.9265418,attention,1
1646373973.9275393,meditation,38
1646373974.9275408,attention,8
1646373974.9275408,meditation,35
1646373975.9265409,attention,21
1646373975.9265409,meditation,48
1646373976.979445,attention,21
1646373976.9804661,meditation,48
1646373977.9265873,attention,21
1646373977.9265873,meditation,48
1646373978.9267077,attention,41
1646373978.9267077,meditation,40
1646373979.926705,attention,60
1646373979.926705,meditation,47
1646373980.9274788,attention,64
1646373980.928478,meditation,57
1646373981.9271455,attention,56
1646373981.9271455,meditation,50
1646373982.9261377,attention,56
1646373982.9261377,meditation,50
1646373983.967147,attention,56
1646373983.968142,meditation,50
1646373984.9267125,attention,56
1646373984.9267125,meditation,50
1646373985.927713,attention,50
1646373985.9287298,meditation,51
1646373986.9263296,attention,48
1646373986.927328,meditation,54
1646373987.9393408,attention,47
1646373987.9403315,meditation,54
1646373988.926481,attention,48
1646373988.926481,meditation,64
1646373989.9264803,attention,54
1646373989.9264803,meditation,75
1646373990.9451923,attention,48
1646373990.946194,meditation,66
1646373991.9333193,attention,54
1646373991.9333193,meditation,67
1646373992.927335,attention,60
1646373992.927335,meditation,67
1646373993.9253335,attention,54
1646373993.9253335,meditation,64
1646373994.9452257,attention,66
1646373994.946223,meditation,70
1646373995.925744,attention,66
1646373995.925744,meditation,80
1646373996.925694,attention,63
1646373996.925694,meditation,75
1646373997.9306972,attention,63
1646373997.9306972,meditation,75
1646373998.925633,attention,75
1646373998.926634,meditation,69
1646373999.926278,attention,69
1646373999.926278,meditation,60
1646374000.9259298,attention,78
1646374000.9259298,meditation,47
1646374001.9714646,attention,80
1646374001.9734771,meditation,38
1646374002.9257736,attention,88
1646374002.9257736,meditation,37
1646374003.926778,attention,96
1646374003.926778,meditation,38
1646374004.9263358,attention,96
1646374004.9263358,meditation,43
1646374005.9253342,attention,96
1646374005.9253342,meditation,50
1646374006.9279134,attention,96
1646374006.9279134,meditation,50
1646374007.9254377,attention,84
1646374007.9254377,meditation,61
1646374008.9584682,attention,84
1646374008.9594455,meditation,61
1646374009.9264443,attention,61
1646374009.9264443,meditation,66
1646374010.9252942,attention,50
1646374010.9262953,meditation,78
1646374011.9252942,attention,50
1646374011.9252942,meditation,88
1646374012.9263005,attention,57
1646374012.9263005,meditation,75
1646374013.9252975,attention,74
1646374013.9252975,meditation,75
1646374014.9253025,attention,80
1646374014.9262972,meditation,63
1646374015.9328744,attention,77
1646374015.933855,meditation,56
1646374016.9253206,attention,70
1646374016.926322,meditation,51
1646374017.9253173,attention,64
1646374017.9253173,meditation,51
1646374018.9265926,attention,53
1646374018.9265926,meditation,54
1646374019.977585,attention,53
1646374019.977585,meditation,53
1646374020.9265862,attention,47
1646374020.9265862,meditation,75
1646374021.9255881,attention,47
1646374021.9255881,meditation,69
1646374022.9262335,attention,60
1646374022.9272332,meditation,69
1646374023.927274,attention,54
1646374023.927274,meditation,66
1646374024.9282746,attention,60
1646374024.9292758,meditation,53
1646374025.9262757,attention,74
1646374025.9262757,meditation,56
1646374026.9582453,attention,67
1646374026.9612408,meditation,47
1646374027.9252503,attention,75
1646374027.9262424,meditation,56
1646374028.9259758,attention,64
1646374028.9259758,meditation,56
1646374029.9259746,attention,60
1646374029.926976,meditation,57
1646374030.9267445,attention,60
1646374030.9267445,meditation,78
1646374031.9283874,attention,69
1646374031.9283874,meditation,84
1646374032.931961,attention,69
1646374032.932987,meditation,84
1646374033.94496,attention,77
1646374033.94496,meditation,87
1646374034.9255364,attention,70
1646374034.9265385,meditation,64
1646374035.9275374,attention,60
1646374035.9275374,meditation,50
1646374036.9261348,attention,60
1646374036.9261348,meditation,41
1646374037.968711,attention,69
1646374037.969729,meditation,34
1646374038.9258761,attention,64
1646374038.9258761,meditation,48
1646374039.9269614,attention,64
1646374039.9269614,meditation,60
1646374040.9310591,attention,56
1646374040.9310591,meditation,61
1646374041.9250433,attention,48
1646374041.9250433,meditation,70
1646374042.925043,attention,57
1646374042.925043,meditation,61
1646374043.9260428,attention,78
1646374043.9260428,meditation,41
1646374044.9596212,attention,77
1646374044.9596212,meditation,35
1646374045.92462,attention,70
1646374045.925617,meditation,27
1646374046.9246342,attention,80
1646374046.9256165,meditation,38
1646374047.9256158,attention,64
1646374047.9256158,meditation,50
1646374048.9246068,attention,64
1646374048.9246068,meditation,38
1646374049.9246075,attention,63
1646374049.9256096,meditation,44
1646374050.9251635,attention,54
1646374050.9251635,meditation,51
1646374051.9501736,attention,61
1646374051.951178,meditation,51
1646374052.9249945,attention,63
1646374052.9249945,meditation,63
1646374053.9265704,attention,74
1646374053.9265704,meditation,67
1646374054.9258468,attention,75
1646374054.9258468,meditation,70
1646374055.9258504,attention,75
1646374055.9258504,meditation,70
1646374056.9244182,attention,75
1646374056.9254184,meditation,70
1646374057.9254165,attention,75
1646374057.9254165,meditation,70
1646374058.9394813,attention,70
1646374058.9404807,meditation,69
1646374059.9250462,attention,75
1646374059.9250462,meditation,77
1646374060.927663,attention,74
1646374060.927663,meditation,56
1646374061.9256635,attention,75
1646374061.9256635,meditation,54
1646374062.974252,attention,74
1646374062.974252,meditation,69
1646374063.9254127,attention,70
1646374063.9254127,meditation,64
1646374064.9251437,attention,80
1646374064.9251437,meditation,84
1646374065.92599,attention,66
1646374065.9269907,meditation,70
1646374066.9250245,attention,66
1646374066.9260247,meditation,54
1646374067.928399,attention,67
1646374067.9304113,meditation,57
